_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,agree_or_not,agree_or_not:variance,agree_or_not_gold,sentence
703394548,false,finalized,3,4/12/15 12:04,4.67,0.471,,sadness is part of life
703394549,false,finalized,3,4/12/15 11:45,2,1.414,,wool can be used as the opposite of meat
703394550,false,finalized,3,4/12/15 12:41,4,0,,manufacture can be used with the same meaning of shape
703394551,false,finalized,3,4/12/15 12:07,2.33,1.247,,control can be used as the opposite of give
703394552,false,finalized,3,4/12/15 15:59,2.67,1.7,,hear can be used as the opposite of listen
703394553,false,finalized,3,4/12/15 15:50,2,0.816,,scale is a kind of remove
703394554,false,finalized,3,4/12/15 13:50,1,0,,ordinary is a kind of bicycle
703394555,false,finalized,3,4/12/15 14:36,1.33,0.471,,mankind can be used as the opposite of whole
703394556,false,finalized,3,4/12/15 13:07,4,0,,dance can be used as the opposite of song
703394557,false,finalized,3,4/12/15 14:18,1.33,0.471,,venus is a kind of sport
703394558,false,finalized,3,4/12/15 11:42,1.67,0.471,,service can be used as the opposite of capital
703394559,false,finalized,3,4/12/15 10:32,3.67,0.471,,chair can be used as the opposite of desk
703394560,false,finalized,3,4/12/15 12:35,4.67,0.471,,dish is part of meal
703394561,false,finalized,3,4/12/15 14:42,4.33,0.471,,coffee can be used as the opposite of tea
703394562,false,finalized,3,4/12/15 11:01,5,0,,cell is a kind of live_thing
703394563,false,finalized,3,4/12/15 14:03,4.33,0.471,,give can be used as the opposite of take_away
703394564,false,finalized,3,4/12/15 12:51,3,0.816,,community is made of political_ideology
703394565,false,finalized,3,4/12/15 10:31,3.67,1.247,,exercise is a kind of train
703394566,false,finalized,3,4/12/15 14:18,1.33,0.471,,furniture is a kind of place
703394567,false,finalized,3,4/12/15 11:44,3.67,0.471,,dance is a kind of sport
703394568,false,finalized,3,4/12/15 14:02,4.33,0.471,,everything is made of molecule
703394569,false,finalized,3,4/12/15 17:48,5,0,,math is a kind of subject
703394570,false,finalized,3,4/12/15 14:10,5,0,,fight is a kind of conflict
703394571,false,finalized,3,4/12/15 12:51,5,0,,mood can be used with the same meaning of emotion
703394572,false,finalized,3,4/12/15 13:50,2,0.816,,rule can be used with the same meaning of rock
703394573,false,finalized,3,4/12/15 11:42,4,1.414,,boat can be used with the same meaning of vessel
703394574,false,finalized,3,4/12/15 12:43,4,0,,copy is a kind of text
703394575,false,finalized,3,4/12/15 11:00,1.33,0.471,,capital can be used as the opposite of case
703394576,false,finalized,3,4/12/15 14:31,2.33,1.247,,board can be used as the opposite of interest
703394577,false,finalized,3,4/12/15 14:05,2.33,1.247,,girlfriend can be used as the opposite of mate
703394578,false,finalized,3,4/12/15 14:33,4,0,,metal can be used as the opposite of wood
703394579,false,finalized,3,4/12/15 10:29,5,0,,brother is part of family
703394580,false,finalized,3,4/12/15 14:32,4.33,0.471,,build can be used with the same meaning of create
703394581,false,finalized,3,4/12/15 12:37,3.67,1.886,,walk is a kind of movement
703394582,false,finalized,3,4/12/15 10:47,2,1.414,,pagan is a kind of mountain
703394583,false,finalized,3,4/12/15 12:38,4.33,0.471,,lease can be used as the opposite of buy
703394584,false,finalized,3,4/12/15 12:48,5,0,,joint is part of skeleton
703394585,false,finalized,3,4/12/15 11:44,1,0,,battle can be used as the opposite of war
703394586,false,finalized,3,4/12/15 12:50,3.33,0.943,,space can be used as the opposite of time
703394587,false,finalized,3,4/12/15 15:48,2,0,,turn can be used as the opposite of drive
703394588,false,finalized,3,4/12/15 11:05,1,0,,tooth is a kind of mean
703394589,false,finalized,3,4/12/15 10:49,4.33,0.471,,subject is part of sentence
703394590,false,finalized,3,4/12/15 12:31,4.67,0.471,,paper can be used with the same meaning of sheet_of_paper
703394591,false,finalized,3,4/12/15 12:48,1.33,0.471,,lead can be used as the opposite of read
703394592,false,finalized,3,4/12/15 10:56,3,1.633,,roof is part of build
703394593,false,finalized,3,4/12/15 14:29,5,0,,enjoyment can be used with the same meaning of fun
703394594,false,finalized,3,4/12/15 12:34,5,0,,act is a kind of drama
703394595,false,finalized,3,4/12/15 11:47,1,0,,juice is a kind of steak
703394596,false,finalized,3,4/12/15 11:55,3.33,1.7,,lose is a kind of suffer
703394597,false,finalized,3,4/12/15 17:26,3,1.414,,initial can be used with the same meaning of open
703394598,false,finalized,3,4/12/15 14:05,4.67,0.471,,swallow is a kind of consume
703394599,false,finalized,3,4/12/15 14:32,5,0,,like can be used as the opposite of hate
703394600,false,finalized,3,4/12/15 12:41,3,1.414,,roll is a kind of sound
703394601,false,finalized,3,4/12/15 10:55,5,0,,cover is part of book
703394602,false,finalized,3,4/12/15 12:39,2.33,1.247,,part can be used with the same meaning of office
703394603,false,finalized,3,4/12/15 11:07,3.33,0.943,,darkness is a kind of scene
703394604,false,finalized,3,4/12/15 14:30,2.33,1.247,,color can be used with the same meaning of standard
703394605,false,finalized,3,4/12/15 14:06,3.33,0.943,,queen is a kind of bitch
703394606,false,finalized,3,4/12/15 15:12,4.33,0.471,,library is a kind of room
703394607,false,finalized,3,4/12/15 12:04,5,0,,compress can be used with the same meaning of squash
703394608,false,finalized,3,4/12/15 12:48,4.33,0.471,,death is part of life
703394609,false,finalized,3,4/12/15 11:19,3,0.816,,card can be used as the opposite of paper
703394610,false,finalized,3,4/12/15 13:54,3.33,0.943,,line is a kind of business
703394611,false,finalized,3,4/12/15 12:35,4.67,0.471,,music can be used as the opposite of talk
703394612,false,finalized,3,4/12/15 17:12,4.33,0.471,,gear is a kind of wheel
703394613,false,finalized,3,4/12/15 11:42,5,0,,drill is a kind of device
703394614,false,finalized,3,4/12/15 12:31,2,0.816,,support can be used as the opposite of down
703394615,false,finalized,3,4/12/15 12:47,4.67,0.471,,burn can be used as the opposite of cool
703394616,false,finalized,3,4/12/15 12:29,2,1.414,,jar is a kind of move
703394617,false,finalized,3,4/12/15 15:14,4,0.816,,matter can be used as the opposite of space
703394618,false,finalized,3,4/12/15 10:35,3.67,0.471,,drum is made of wood
703394619,false,finalized,3,4/12/15 10:55,4.67,0.471,,lobby is a kind of room
703394620,false,finalized,3,4/12/15 15:10,4.67,0.471,,unite_kingdom is a kingdom
703394621,false,finalized,3,4/12/15 14:30,2.33,1.247,,navy can be used as the opposite of marine
703394622,false,finalized,3,4/12/15 12:27,2.33,1.247,,box is a kind of computer
703394623,false,finalized,3,4/12/15 11:47,4,0.816,,stock is part of machine_gun
703394624,false,finalized,3,4/12/15 10:35,5,0,,build can be used with the same meaning of construct
703394625,false,finalized,3,4/12/15 13:20,3,1.414,,cast is a kind of fish
703394626,false,finalized,3,4/12/15 12:31,1.33,0.471,,exit is a kind of courthouse
703394627,false,finalized,3,4/12/15 12:46,1.67,0.471,,university is part of house
703394628,false,finalized,3,4/12/15 12:53,4.33,0.471,,armor can be used with the same meaning of plate
703394629,false,finalized,3,4/12/15 10:42,5,0,,neutron is part of atom
703394630,false,finalized,3,4/12/15 11:58,2.33,1.247,,sugar is made of mineral
703394631,false,finalized,3,4/12/15 13:32,3,1.414,,decide can be used as the opposite of think
703394632,false,finalized,3,4/12/15 13:28,1.67,0.471,,grow can be used as the opposite of old
703394633,false,finalized,3,4/12/15 15:52,3.33,1.7,,mold is a kind of dish
703394634,false,finalized,3,4/12/15 13:34,4,0,,floor can be used as the opposite of roof
703394635,false,finalized,3,4/12/15 14:44,4.33,0.471,,fight can be used as the opposite of play
703394636,false,finalized,3,4/12/15 12:45,3.67,1.247,,you can be used with the same meaning of person
703394637,false,finalized,3,4/12/15 14:35,3.33,0.471,,brain is a kind of head
703394638,false,finalized,3,4/12/15 14:00,4.67,0.471,,construct can be used with the same meaning of construction
703394639,false,finalized,3,4/12/15 12:35,5,0,,coffee is made of bean
703394640,false,finalized,3,4/12/15 13:46,1,0,,bacon is a monk
703394641,false,finalized,3,4/12/15 11:47,1,0,,horse is a kind of theory
703394642,false,finalized,3,4/12/15 11:00,4.33,0.471,,sell is part of market
703394643,false,finalized,3,4/12/15 12:50,4.33,0.471,,give can be used with the same meaning of flex
703394644,false,finalized,3,4/12/15 10:52,2,1.414,,hat is a kind of function
703394645,false,finalized,3,4/12/15 17:41,2.33,1.247,,mug is a kind of dish
703394646,false,finalized,3,4/12/15 10:31,4.67,0.471,,show is a kind of appear
703394647,false,finalized,3,4/12/15 12:43,4.33,0.471,,seat is a kind of support
703394648,false,finalized,3,4/12/15 12:18,3.33,0.943,,long can be used with the same meaning of high
703394649,false,finalized,3,4/12/15 12:29,2.33,1.247,,size is a kind of property
703394650,false,finalized,3,4/12/15 10:56,2.33,1.886,,navy can be used as the opposite of air
703394651,false,finalized,3,4/12/15 12:47,5,0,,beach is part of shore
703394652,false,finalized,3,4/12/15 12:05,4,0,,order can be used with the same meaning of society
703394653,false,finalized,3,4/12/15 11:46,1,0,,captain can be used as the opposite of small
703394654,false,finalized,3,4/12/15 10:34,1.67,0.943,,main is a kind of river
703394655,false,finalized,3,4/12/15 17:06,4.67,0.471,,newspaper can be used with the same meaning of paper
703394656,false,finalized,3,4/12/15 12:43,4,0,,plane is a kind of cut
703394657,false,finalized,3,4/12/15 12:40,4.67,0.471,,plan is a kind of idea
703394658,false,finalized,3,4/12/15 11:01,4.33,0.471,,blade can be used as the opposite of handle
703394659,false,finalized,3,4/12/15 14:40,4,0.816,,board can be used with the same meaning of table
703394660,false,finalized,3,4/12/15 11:41,1,0,,ocean is a kind of city
703394661,false,finalized,3,4/12/15 10:57,5,0,,shower is part of bathroom
703394662,false,finalized,3,4/12/15 17:07,3.33,1.247,,exercise can be used as the opposite of fat
703394663,false,finalized,3,4/12/15 17:47,5,0,,wood is a kind of solid
703394664,false,finalized,3,4/12/15 10:31,4.67,0.471,,case is a kind of argument
703394665,false,finalized,3,4/12/15 17:29,3.67,1.247,,java is a kind of game
703394666,false,finalized,3,4/12/15 15:49,1,0,,bend is a town
703394667,false,finalized,3,4/12/15 17:29,1.67,0.471,,import can be used with the same meaning of mean
703394668,false,finalized,3,4/12/15 12:21,3.33,0.943,,back is part of trunk
703394669,false,finalized,3,4/12/15 12:45,4,0,,date can be used as the opposite of stand_up
703394670,false,finalized,3,4/12/15 12:40,5,0,,freedom can be used as the opposite of jail
703394671,false,finalized,3,4/12/15 17:09,5,0,,bark is a kind of noise
703394672,false,finalized,3,4/12/15 10:29,3.67,0.471,,milk is made of mineral
703394673,false,finalized,3,4/12/15 12:19,2.33,1.247,,landscape can be used as the opposite of life
703394674,false,finalized,3,4/12/15 17:50,4.67,0.471,,link can be used with the same meaning of joint
703394675,false,finalized,3,4/12/15 17:22,4,1.414,,experiment can be used as the opposite of try
703394676,false,finalized,3,4/12/15 11:01,4.67,0.471,,exercise can be used as the opposite of sit
703394677,false,finalized,3,4/12/15 11:47,4.67,0.471,,temple is part of head
703394678,false,finalized,3,4/12/15 12:03,2.33,1.247,,division can be used as the opposite of joy
703394679,false,finalized,3,4/12/15 14:30,5,0,,study is a kind of learn
703394680,false,finalized,3,4/12/15 13:51,3,1.414,,bull can be used as the opposite of female
703394681,false,finalized,3,4/12/15 16:03,3.33,0.943,,full can be used with the same meaning of overflow
703394682,false,finalized,3,4/12/15 15:10,2,0.816,,wine is a kind of food
703394683,false,finalized,3,4/12/15 13:09,4,0,,balloon is a kind of sport
703394684,false,finalized,3,4/12/15 12:38,4.67,0.471,,head is part of coin
703394685,false,finalized,3,4/12/15 13:57,4,0,,duck can be used as the opposite of stand_up
703394686,false,finalized,3,4/12/15 11:46,5,0,,nose is part of face
703394687,false,finalized,3,4/12/15 12:19,1.67,0.471,,union can be used as the opposite of intersection
703394688,false,finalized,3,4/12/15 12:19,4.33,0.471,,paper can be used as the opposite of metal
703394689,false,finalized,3,4/12/15 12:50,4.67,0.471,,fire can be used as the opposite of cold
703394690,false,finalized,3,4/12/15 17:50,1.67,0.471,,room is a kind of play
703394691,false,finalized,3,4/12/15 14:37,4,0,,board is made of wood
703394692,false,finalized,3,4/12/15 17:07,4.67,0.471,,horn is a kind of wind_instrument
703394693,false,finalized,3,4/12/15 12:53,1.67,0.471,,condition can be used as the opposite of shape
703394694,false,finalized,3,4/12/15 11:04,4.33,0.471,,criminal is a kind of person
703394695,false,finalized,3,4/12/15 12:53,2.33,1.247,,cook is part of life
703394696,true,golden,96,,4.71,0.477,"4
5",quality can be used as the opposite of bad
703394697,false,finalized,3,4/12/15 12:32,1,0,,cake can be used as the opposite of bitter
703394698,false,finalized,3,4/12/15 11:46,3.33,0.943,,edge can be used as the opposite of point
703394699,false,finalized,3,4/12/15 14:46,4.33,0.471,,trouble can be used as the opposite of safe
703394700,false,finalized,3,4/12/15 11:47,1.33,0.471,,library is a kind of game
703394701,false,finalized,3,4/12/15 17:46,5,0,,attach can be used as the opposite of separate
703394702,false,finalized,3,4/12/15 14:46,4,0,,music can be used as the opposite of speech
703394703,false,finalized,3,4/12/15 12:17,2.67,0.943,,come is a kind of result
703394704,false,finalized,3,4/12/15 15:12,2,0.816,,water is a kind of carpet
703394705,false,finalized,3,4/12/15 17:09,4.67,0.471,,basketball is a kind of game
703394706,false,finalized,3,4/12/15 11:47,2.33,1.247,,chest can be used with the same meaning of case
703394707,false,finalized,3,4/12/15 17:31,5,0,,wing is part of angel
703394708,false,finalized,3,4/12/15 13:01,2.67,0.943,,automobile is part of trunk
703394709,false,finalized,3,4/12/15 12:50,4.33,0.471,,bed can be used as the opposite of sofa
703394710,false,finalized,3,4/12/15 11:56,3,1.414,,spike is a kind of rise
703394711,false,finalized,3,4/12/15 10:53,2,1.414,,colour can be used with the same meaning of standard
703394712,false,finalized,3,4/12/15 15:14,1.33,0.471,,independence can be used as the opposite of movie
703394713,false,finalized,3,4/12/15 11:59,1,0,,girl is a kind of tool
703394714,false,finalized,3,4/12/15 12:31,3.67,0.471,,nice is a kind of place
703394715,false,finalized,3,4/12/15 12:41,4.67,0.471,,protect can be used as the opposite of hurt
703394716,false,finalized,3,4/12/15 10:55,2.33,1.247,,floor is a kind of wall
703394717,false,finalized,3,4/12/15 11:43,4.67,0.471,,mean can be used as the opposite of friendly
703394718,false,finalized,3,4/12/15 15:18,1,0,,drill is a kind of live_thing
703394719,false,finalized,3,4/12/15 11:48,1,0,,pant can be used as the opposite of short
703394720,false,finalized,3,4/12/15 10:33,2,0.816,,color can be used with the same meaning of interest
703394721,false,finalized,3,4/12/15 14:36,4.33,0.471,,cow can be used as the opposite of bull
703394722,false,finalized,3,4/12/15 17:34,4.33,0.471,,school can be used as the opposite of work
703394723,false,finalized,3,4/12/15 17:50,3,1.414,,trash is a kind of can
703394724,false,finalized,3,4/12/15 11:08,4.33,0.471,,pluto is made of rock
703394725,false,finalized,3,4/12/15 16:04,3.33,0.943,,landscape is a kind of paint
703394726,false,finalized,3,4/12/15 13:55,3.67,0.471,,mind can be used with the same meaning of idea
703394727,false,finalized,3,4/12/15 13:52,3.33,0.943,,jack is a kind of flag
703394728,false,finalized,3,4/12/15 12:40,4.67,0.471,,ice is a kind of solid
703394729,false,finalized,3,4/12/15 14:17,3.67,1.247,,dress is a kind of finish
703394730,false,finalized,3,4/12/15 16:29,3.67,0.471,,cover is a kind of device
703394731,false,finalized,3,4/12/15 10:48,4.33,0.471,,line can be used as the opposite of point
703394732,false,finalized,3,4/12/15 12:59,3.67,0.471,,floor is made of wood
703394733,false,finalized,3,4/12/15 17:45,1.33,0.471,,cell can be used as the opposite of land
703394734,false,finalized,3,4/12/15 13:55,2,1.414,,pack is a kind of seal
703394735,false,finalized,3,4/12/15 12:18,5,0,,score is a kind of number
703394736,false,finalized,3,4/12/15 15:51,3.67,1.247,,population can be used as the opposite of person
703394737,false,finalized,3,4/12/15 17:48,2,0.816,,brass can be used with the same meaning of plate
703394738,false,finalized,3,4/12/15 12:18,2,0,,piece is a kind of case
703394739,false,finalized,3,4/12/15 14:04,4.33,0.471,,transportation is part of commerce
703394740,false,finalized,3,4/12/15 14:18,3.67,1.886,,kind can be used with the same meaning of type
703394741,false,finalized,3,4/12/15 12:42,5,0,,take_away can be used with the same meaning of remove
703394742,false,finalized,3,4/12/15 13:28,3,1.414,,stream can be used with the same meaning of burn
703394743,false,finalized,3,4/12/15 13:31,2.67,0.943,,error is a kind of evil
703394744,false,finalized,3,4/12/15 10:41,4.33,0.471,,market is a kind of industry
703394745,false,finalized,3,4/12/15 12:44,3,1.414,,plan is made of step
703394746,false,finalized,3,4/12/15 12:28,1.33,0.471,,wave is a kind of place
703394747,false,finalized,3,4/12/15 12:36,2.33,1.247,,child can be used as the opposite of person
703394748,false,finalized,3,4/12/15 14:29,3,0.816,,couch is a kind of place
703394749,false,finalized,3,4/12/15 15:49,4.67,0.471,,leisure can be used with the same meaning of relax
703394750,false,finalized,3,4/12/15 15:10,1,0,,shop is a kind of tire
703394751,false,finalized,3,4/12/15 12:32,3.67,1.247,,demand can be used with the same meaning of need
703394752,false,finalized,3,4/12/15 10:32,3.33,0.943,,boy is a kind of animal
703394753,false,finalized,3,4/12/15 12:46,4.67,0.471,,pass is a kind of movement
703394754,false,finalized,3,4/12/15 14:57,2,1.414,,chip is a kind of approach
703394755,false,finalized,3,4/12/15 14:57,1.67,0.471,,lift is a kind of call
703394756,false,finalized,3,4/12/15 12:41,4.67,0.471,,mouth is part of bottle
703394757,false,finalized,3,4/12/15 10:30,3,0.816,,stuff is a kind of quality
703394758,false,finalized,3,4/12/15 16:29,4,0.816,,bear can be used with the same meaning of birth
703394759,false,finalized,3,4/12/15 11:05,3.33,1.7,,move is a kind of live
703394760,false,finalized,3,4/12/15 14:47,4,0,,crop can be used as the opposite of expand
703394761,false,finalized,3,4/12/15 12:47,2.33,1.247,,brass is a kind of person
703394762,false,finalized,3,4/12/15 12:16,4.67,0.471,,fever can be used with the same meaning of temperature
703394763,false,finalized,3,4/12/15 12:50,5,0,,world is part of universe
703394764,false,finalized,3,4/12/15 15:48,4.67,0.471,,sight can be used with the same meaning of vision
703394765,true,golden,56,4/12/15 13:09,4.61,0.524,"4
5",net can be used with the same meaning of trap
703394766,false,finalized,3,4/12/15 12:02,4.33,0.943,,tape is a kind of strip
703394767,false,finalized,3,4/12/15 12:45,3,1.414,,small can be used with the same meaning of young
703394768,false,finalized,3,4/12/15 10:44,5,0,,ireland is a kind of place
703394769,false,finalized,3,4/12/15 10:53,3,1.414,,soup can be used as the opposite of meat
703394770,false,finalized,3,4/12/15 14:36,3.33,1.7,,stock is a kind of handle
703394771,false,finalized,3,4/12/15 12:48,5,0,,add can be used as the opposite of take_away
703394772,false,finalized,3,4/12/15 14:36,3.67,1.247,,fall is a kind of event
703394773,false,finalized,3,4/12/15 14:47,3,0.816,,rank can be used as the opposite of number
703394774,false,finalized,3,4/12/15 17:07,4.33,0.471,,read is a kind of learn
703394775,false,finalized,3,4/12/15 11:47,3.67,1.247,,relax is a kind of act
703394776,false,finalized,3,4/12/15 17:33,5,0,,sign is a kind of communication
703394777,false,finalized,3,4/12/15 14:41,4,0,,familiar can be used as the opposite of cold
703394778,false,finalized,3,4/12/15 12:30,3.33,1.7,,lie can be used as the opposite of tell
703394779,false,finalized,3,4/12/15 12:35,2,0.816,,fly is a kind of hit
703394780,false,finalized,3,4/12/15 10:44,4.67,0.471,,drive can be used as the opposite of stop
703394781,false,finalized,3,4/12/15 14:01,3.33,1.7,,bird can be used as the opposite of fish
703394782,false,finalized,3,4/12/15 14:21,3,0.816,,cup is made of glass
703394783,false,finalized,3,4/12/15 11:10,5,0,,increase can be used as the opposite of reduce
703394784,false,finalized,3,4/12/15 10:32,4.33,0.471,,dice is a kind of game
703394785,false,finalized,3,4/12/15 15:12,3.67,0.471,,lake can be used as the opposite of sea
703394786,false,finalized,3,4/12/15 15:17,4.67,0.471,,fly can be used with the same meaning of rise
703394787,false,finalized,3,4/12/15 11:44,4.67,0.471,,costume is a kind of dress
703394788,false,finalized,3,4/12/15 13:04,1.67,0.471,,page can be used as the opposite of flower
703394789,false,finalized,3,4/12/15 11:44,1.33,0.471,,leave can be used as the opposite of center
703394790,false,finalized,3,4/12/15 13:56,3.33,0.943,,paper can be used as the opposite of rock
703394791,false,finalized,3,4/12/15 11:00,5,0,,exist can be used as the opposite of die
703394792,false,finalized,3,4/12/15 16:32,1,0,,white is a kind of insect
703394793,false,finalized,3,4/12/15 17:08,4.33,0.471,,number is part of scale
703394794,false,finalized,3,4/12/15 10:35,4.33,0.471,,beak is a kind of mouth
703394795,false,finalized,3,4/12/15 14:17,4.67,0.471,,home can be used with the same meaning of house
703394796,false,finalized,3,4/12/15 14:57,4.33,0.471,,school can be used with the same meaning of university
703394797,false,finalized,3,4/12/15 12:44,4.33,0.471,,book can be used with the same meaning of volume
703394798,false,finalized,3,4/12/15 13:07,4.33,0.471,,salt can be used as the opposite of sugar
703394799,false,finalized,3,4/12/15 12:59,4,0,,store can be used with the same meaning of stock
703394800,false,finalized,3,4/12/15 10:46,5,0,,bathtub can be used with the same meaning of bath
703394801,false,finalized,3,4/12/15 10:29,4.67,0.471,,benefit is a kind of good
703394802,false,finalized,3,4/12/15 14:12,2.67,1.247,,pan is a kind of planet
703394803,false,finalized,3,4/12/15 12:37,4.67,0.471,,take_away is a kind of reduce
703394804,false,finalized,3,4/12/15 14:58,3.67,0.471,,listen can be used with the same meaning of mind
703394805,false,finalized,3,4/12/15 14:47,2,1.414,,fly can be used as the opposite of nice
703394806,false,finalized,3,4/12/15 10:56,4.67,0.471,,combine can be used as the opposite of divide
703394807,false,finalized,3,4/12/15 14:02,5,0,,die can be used as the opposite of life
703394808,false,finalized,3,4/12/15 17:44,3.33,1.7,,volume is part of stock
703394809,false,finalized,3,4/12/15 12:40,4.67,0.471,,box is a kind of hit
703394810,false,finalized,3,4/12/15 13:34,2.33,1.247,,penis is a kind of vehicle
703394811,false,finalized,3,4/12/15 15:10,4.67,0.471,,sugar is part of sweet
703394812,false,finalized,3,4/12/15 14:29,4.33,0.471,,hem is a kind of sew
703394813,false,finalized,3,4/12/15 12:37,1,0,,water is a actress
703394814,false,finalized,3,4/12/15 10:55,5,0,,missouri is part of unite_state
703394815,false,finalized,3,4/12/15 10:42,4.67,0.471,,jam is made of fruit
703394816,false,finalized,3,4/12/15 14:45,5,0,,university is a kind of college
703394817,false,finalized,3,4/12/15 11:44,4.33,0.471,,car can be used with the same meaning of wagon
703394818,false,finalized,3,4/12/15 12:27,4.33,0.471,,japan is part of pacific
703394819,false,finalized,3,4/12/15 12:45,1.33,0.471,,disease can be used as the opposite of hard
703394820,false,finalized,3,4/12/15 15:58,4,1.414,,i can be used as the opposite of they
703394821,false,finalized,3,4/12/15 10:35,4.33,0.471,,hot can be used with the same meaning of temperature
703394822,false,finalized,3,4/12/15 17:52,1.67,0.471,,bowl is a kind of build
703394823,false,finalized,3,4/12/15 12:03,1,0,,hay is a kind of season
703394824,false,finalized,3,4/12/15 13:07,4.67,0.471,,heel can be used as the opposite of toe
703394825,false,finalized,3,4/12/15 12:51,3.33,0.943,,ring is part of plant
703394826,false,finalized,3,4/12/15 17:34,5,0,,cell is made of molecule
703394827,false,finalized,3,4/12/15 14:31,3.33,1.7,,move can be used with the same meaning of touch
703394828,false,finalized,3,4/12/15 12:18,1.67,0.471,,wind is a kind of talk
703394829,false,finalized,3,4/12/15 12:08,4.67,0.471,,phone is a kind of machine
703394830,false,finalized,3,4/12/15 13:57,2.67,0.471,,animal can be used with the same meaning of wild
703394831,false,finalized,3,4/12/15 14:31,5,0,,mix can be used with the same meaning of combine
703394832,false,finalized,3,4/12/15 14:48,4.33,0.471,,anger can be used as the opposite of happiness
703394833,false,finalized,3,4/12/15 12:20,4.33,0.471,,home can be used as the opposite of school
703394834,false,finalized,3,4/12/15 10:29,3,1.414,,family is part of order
703394835,false,finalized,3,4/12/15 10:40,1,0,,hot is a kind of business
703394836,false,finalized,3,4/12/15 13:52,4.67,0.471,,lip is part of mouth
703394837,false,finalized,3,4/12/15 14:46,3,0.816,,object is a kind of clothe
703394838,false,finalized,3,4/12/15 14:44,1.33,0.471,,spike is a kind of business
703394839,false,finalized,3,4/12/15 15:48,4,0,,relief can be used with the same meaning of comfort
703394840,false,finalized,3,4/12/15 10:57,2,1.414,,snake is part of animal
703394841,false,finalized,3,4/12/15 15:13,4.33,0.943,,store is a kind of build
703394842,false,finalized,3,4/12/15 11:58,4,0,,fold can be used with the same meaning of bend
703394843,false,finalized,3,4/12/15 14:46,1.33,0.471,,parry is a kind of place
703394844,false,finalized,3,4/12/15 12:33,5,0,,ordinary can be used as the opposite of weird
703394845,false,finalized,3,4/12/15 12:46,4,0,,short can be used as the opposite of deep
703394846,false,finalized,3,4/12/15 11:40,3,0.816,,life can be used with the same meaning of time
703394847,false,finalized,3,4/12/15 11:19,5,0,,run is a kind of exercise
703394848,false,finalized,3,4/12/15 14:28,1.67,0.943,,well is a actor
703394849,false,finalized,3,4/12/15 12:43,2,1.414,,moon is a kind of idle
703394850,false,finalized,3,4/12/15 10:53,4.67,0.471,,manufacture can be used with the same meaning of construct
703394851,false,finalized,3,4/12/15 11:47,2,0,,history can be used as the opposite of record
703394852,false,finalized,3,4/12/15 12:18,3.67,1.247,,animal can be used as the opposite of bug
703394853,false,finalized,3,4/12/15 13:50,3.67,1.247,,key is a kind of pitch
703394854,false,finalized,3,4/12/15 12:36,2.33,1.247,,clip is a kind of page
703394855,false,finalized,3,4/12/15 11:59,5,0,,leg is part of dog
703394856,false,finalized,3,4/12/15 14:27,4.33,0.471,,heart can be used with the same meaning of core
703394857,false,finalized,3,4/12/15 12:47,4.67,0.471,,picture can be used with the same meaning of movie
703394858,false,finalized,3,4/12/15 12:03,4.67,0.471,,bike can be used with the same meaning of motorcycle
703394859,false,finalized,3,4/12/15 13:53,4.67,0.471,,plant is a kind of organism
703394860,false,finalized,3,4/12/15 12:04,2.67,1.7,,bed can be used as the opposite of table
703394861,false,finalized,3,4/12/15 12:35,4.67,0.471,,handle can be used with the same meaning of feel
703394862,false,finalized,3,4/12/15 17:46,1.33,0.471,,mug is a kind of food
703394863,false,finalized,3,4/12/15 14:29,4,0,,duck can be used as the opposite of jump
703394864,false,finalized,3,4/12/15 15:43,3.67,0.471,,smoke is a kind of breathe
703394865,false,finalized,3,4/12/15 15:12,2,0,,slip can be used as the opposite of well
703394866,false,finalized,3,4/12/15 11:04,1,0,,horse is a kind of cat
703394867,false,finalized,3,4/12/15 12:37,3.67,1.247,,element can be used with the same meaning of member
703394868,false,finalized,3,4/12/15 12:38,2.67,1.7,,break can be used as the opposite of piece
703394869,false,finalized,3,4/12/15 10:45,4.33,0.471,,nation can be used as the opposite of individual
703394870,false,finalized,3,4/12/15 13:54,3,1.414,,take_away can be used with the same meaning of strip
703394871,false,finalized,3,4/12/15 15:46,4.33,0.471,,cement is part of concrete
703394872,false,finalized,3,4/12/15 10:55,5,0,,paint is a kind of create
703394873,false,finalized,3,4/12/15 12:28,1.67,0.471,,plant can be used as the opposite of bush
703394874,false,finalized,3,4/12/15 12:42,1.33,0.471,,apple is a kind of sport
703394875,false,finalized,3,4/12/15 14:46,4,0,,copper is a kind of penny
703394876,false,finalized,3,4/12/15 12:45,4,0,,heart can be used with the same meaning of love
703394877,false,finalized,3,4/12/15 13:57,4,1.414,,knob is a kind of control
703394878,false,finalized,3,4/12/15 15:46,1.67,0.471,,stretch can be used as the opposite of muscle
703394879,false,finalized,3,4/12/15 12:04,4,1.414,,hear can be used as the opposite of look
703394880,false,finalized,3,4/12/15 17:51,1,0,,like is a kind of village
703394881,false,finalized,3,4/12/15 14:35,5,0,,misery is a kind of sadness
703394882,false,finalized,3,4/12/15 12:51,2,0,,sand can be used as the opposite of dessert
703394883,false,finalized,3,4/12/15 10:29,3,0.816,,house can be used as the opposite of tent
703394884,false,finalized,3,4/12/15 14:46,2.67,0.471,,cake can be used with the same meaning of crust
