_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,truth_response,truth_response:confidence,hypothesis,premise,truth_response_gold
679986643,finalized,5,2/22/15 0:51,yes,1,children walking.,a group of children on a tour through a jungle themed section of a museum.,
679986644,finalized,5,2/22/15 0:56,yes,0.4208,children walking.,a group of children are playing in a museum.,
679986645,finalized,5,2/22/15 2:17,no,0.8299,children walking.,children running towards a very big tree.,
679986646,finalized,5,2/22/15 2:13,yes,0.8255,a man examines something.,a crouching white man in a yellow shirt looks down from on top of a wooden structure.,
679986647,finalized,5,2/22/15 1:46,yes,0.6146,a man examines something.,a man in a yellow shirt is putting a new roof on a building.,
679986648,finalized,5,2/22/15 1:46,yes,0.7838,a man examines something.,a man on top of the roof looks over the ledge.,
679986649,finalized,5,2/22/15 0:53,no,1,a man examines something.,a man hammers plywood on a roof.,
679986650,finalized,5,2/22/15 1:39,yes,0.8052,a group of men standing.,a soccer team wearing white shirts and maroon shorts stand in a line.,
679986651,finalized,5,2/22/15 1:29,yes,0.7879,a group of men standing.,soccer players are shaking each others hands on the soccer field.,
679986652,finalized,5,2/22/15 1:47,yes,1,a group of men standing.,"a line of players at a soccer game, wearing red and white.",
679986653,finalized,5,2/22/15 0:48,no,0.415,a group of men standing.,a soccer game underway with a kid on the field.,
679986654,finalized,5,2/22/15 1:31,yes,1,a child yells.,a child is sticking her head out of the 0095 taxi cab and screaming.,
679986655,finalized,5,2/22/15 0:46,yes,0.6025,a child yells.,"a crying child in a parked car, clutches at the rolled down window.",
679986656,finalized,5,2/22/15 2:12,yes,0.8212,a child yells.,a baby is crying inside of a white car with red and yellow stripes.,
679986657,finalized,5,2/22/15 1:47,yes,1,a child yells.,an infant screams from the backseat of a cab.,
679986658,finalized,5,2/22/15 2:19,unk,0.8046,men talk.,three people in a small boat next to a wooden dock where two other people are standing.,
679986659,finalized,5,2/22/15 0:37,no,0.595,men talk.,several people sitting in a boat and standing on a dock on a body of water in the forest,
679986660,finalized,5,2/22/15 1:31,yes,0.3977,men talk.,two men standing on a dock next to three people in a canoe.,
679986661,finalized,5,2/22/15 1:34,unk,0.6087,men talk.,people standing and sitting at a dock.,
679986662,finalized,5,2/22/15 0:40,yes,0.6111,a woman sits in a cafe.,asian girl in red hoodie sitting at table eating with friends.,
679986663,finalized,5,2/22/15 1:23,no,0.5884,a woman sits in a cafe.,two oriental people are seated a table at a restaurant.,
679986664,finalized,5,2/22/15 2:04,yes,0.8103,a woman sits in a cafe.,a girl is eating with her friends at a restaurant.,
679986665,finalized,5,2/22/15 1:35,no,0.4055,a woman sits in a cafe.,a girl wearing brown jacket smiles.,
679986666,finalized,5,2/22/15 2:31,yes,1,girls jumping up.,the three girls are jumping and dancing on the colorful lawn.,
679986667,finalized,5,2/22/15 1:26,yes,0.8072,girls jumping up.,three females are jumping while reaching up into the air.,
679986668,finalized,5,2/22/15 2:01,yes,1,girls jumping up.,three girls jumping in front of a house's flower garden.,
679986669,finalized,5,2/22/15 0:58,yes,1,girls jumping up.,three girls jumping on a lawn.,
679986670,finalized,5,2/22/15 1:01,yes,1,a bicyclist jumping.,a man on a bicycle in jeans is doing an air track along a dirt track with graffiti nearby.,
679986671,finalized,5,2/22/15 1:35,yes,1,a bicyclist jumping.,a man grabs the spokes of his bicycle while he jumps.,
679986672,finalized,5,2/22/15 1:13,yes,0.6351,a bicyclist jumping.,a man performs bike tricks by a mural.,
679986673,finalized,5,2/22/15 2:09,yes,1,a bicyclist jumping.,a man doing tricks on a bike,
679986674,finalized,5,2/22/15 0:34,yes,0.8081,men resting.,"three people, two seated on a large rolled up piece of artifcial turf and a female standing talking to one of the seated men.",
679986675,finalized,5,2/22/15 1:10,yes,0.8091,men resting.,a group of people sit on a bench outside that looks like a tree trunk.,
679986676,finalized,5,2/22/15 1:34,yes,0.7925,men resting.,a man is laying back while a man and woman look in his direction.,
679986677,finalized,5,2/22/15 0:47,no,0.5916,men resting.,a couple watching a man sleep on a piece of art.,
679986678,finalized,5,2/22/15 1:54,no,0.5854,men glancing.,two black-robed young men stand on the steps in front of a building.,
679986679,finalized,5,2/22/15 1:51,yes,0.3862,men glancing.,the two church officials wear black robes and purple hats.,
679986680,finalized,5,2/22/15 0:50,yes,0.4112,men glancing.,two orthodox priests stand on the steps outside a church.,
679986681,finalized,5,2/22/15 2:18,unk,0.5971,men glancing.,two priests stand on some stairs in front of a building.,
679986682,finalized,5,2/22/15 0:48,yes,1,a group of men gathered.,"four construction workers, wearing neon vests, stand at a construction site along with some equipment.",
679986683,finalized,5,2/22/15 1:55,yes,0.8025,a group of men gathered.,construction workers are standing around the back of a dump truck.,
679986684,finalized,5,2/22/15 1:29,yes,1,a group of men gathered.,men standing around a cement truck on a construction site.,
679986685,finalized,5,2/22/15 1:21,yes,1,a group of men gathered.,four construction workers standing by a concrete machine.,
679986686,finalized,5,2/22/15 0:29,unk,0.5908,a boy sits.,a person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.,
679986687,finalized,5,2/22/15 2:29,no,0.837,a boy sits.,"two men in hoodies loiter on the steps of an imposing looking public building next to a statue of a man and a lion,.",
679986688,finalized,5,2/22/15 1:18,yes,0.5922,a boy sits.,guy in a green shirt sitting on stairs in front of a statue of a lion and a man.,
679986689,finalized,5,2/22/15 0:26,no,0.6469,a boy sits.,a couple of people are sitting on a big staircase.,
679986690,finalized,5,2/22/15 0:56,no,0.5745,a child climbing.,"a girl in a blue dress stands on a wooden plank that's affixed to a tree, staring downward while maintaining her balance.",
679986691,finalized,5,2/22/15 0:59,yes,0.806,a child climbing.,a little girl ventures on a collapsed tree house.,
679986692,finalized,5,2/22/15 0:43,yes,1,a child climbing.,a young girl climbs the supported tree.,
679986693,finalized,5,2/22/15 0:18,no,1,a child climbing.,a girl is balancing on a wooden beam.,
679986694,finalized,5,2/22/15 1:52,yes,1,a group gathers.,"a group of people standing next to a ""no truck's"" sign and a yellow street sign.",
679986695,finalized,5,2/22/15 1:43,yes,1,a group gathers.,many people taking pictures of the mountains in front of a no truck sign,
679986696,finalized,5,2/22/15 0:51,yes,0.6044,a group gathers.,a group of people are walking down a sidewalk overlooking water.,
679986697,finalized,5,2/22/15 0:37,yes,1,a group gathers.,a group of people standing on a sidewalk and the street.,
679986698,finalized,5,2/22/15 1:34,unk,0.7943,women smiling.,a sports team made up of 14 women waring white t-shirt and pink tags.,
679986699,finalized,5,2/22/15 1:54,no,0.619,women smiling.,a group of runners and walkers posing together for a picture.,
679986700,finalized,5,2/22/15 1:45,yes,1,women smiling.,a group of women posing for a picture.,
679986701,finalized,5,2/22/15 1:17,no,0.5863,women smiling.,cancer survivors race for a cure.,
679986702,finalized,5,2/22/15 0:34,yes,0.8067,two girls sitting.,a woman wearing glasses and a brown beanie next to a girl with long brown hair holding a book.,
679986703,finalized,5,2/22/15 0:46,no,0.6069,two girls sitting.,two women in black jackets reading a magazine and smiling.,
679986704,finalized,5,2/22/15 1:12,yes,0.4021,two girls sitting.,two travelers on a train or bus reading a book together.,
679986705,finalized,5,2/22/15 1:28,yes,0.6251,two girls sitting.,a couple laughs together as they read a book on a train.,
679986706,finalized,5,2/22/15 0:32,no,0.6196,a child sitting.,a boy who is wearing a white color shirt and denim trouser is riding the bicycle.,
679986707,finalized,5,2/22/15 2:05,yes,0.609,a child sitting.,a little boy rides his bike among shadows next to a round metal table.,
679986708,finalized,5,2/22/15 0:44,no,1,a child sitting.,a young boy on his bike rides past a table and looks around him.,
679986709,finalized,5,2/22/15 1:01,yes,0.8059,a child sitting.,a young boy in a white jacket riding his bike on the patio.,
679986710,finalized,5,2/22/15 1:31,no,0.7792,a dog stands.,a three legged black and white dog running behind a brown dog with a red bandanna.,
679986711,finalized,5,2/22/15 1:17,yes,0.6106,a dog stands.,a black and white dog jumping out of the water and a brown dog shaking off.,
679986712,finalized,5,2/22/15 1:56,yes,0.8135,a dog stands.,two dogs are shaking themselves dry on the path next to the water.,
679986713,finalized,5,2/22/15 1:27,no,0.8088,a dog stands.,two dogs are shaking water off.,
679986714,finalized,5,2/22/15 0:29,yes,0.4236,a man walking.,"a shirtless man, wearing a brown kilt and backpack, gives a thumbs up on a city sidewalk.",
679986715,finalized,5,2/22/15 0:44,yes,0.6221,a man walking.,a man wearing glasses and a kilt is wearing a backpack and giving the thumbs up.,
679986716,finalized,5,2/22/15 1:57,yes,1,a man walking.,a man with tattoos carrying a skateboard gives thumbs up on the sidewalk.,
679986717,finalized,5,2/22/15 1:42,unk,0.7987,a man walking.,"man with lots of tattoos and no shirt, wearing a skirt.",
679986718,finalized,5,2/22/15 2:14,no,0.5817,two men playing instrument.,a man with a mustache wearing a black and red plaid shirt plays guitar.,
679986719,finalized,5,2/22/15 1:17,no,0.6037,two men playing instrument.,the gentleman wearing a black bandanna is playing a five-string bass.,
679986720,finalized,5,2/22/15 1:50,no,0.606,two men playing instrument.,a man in a checkered shirt playing guitar.,
679986721,finalized,5,2/22/15 0:32,yes,0.4247,two men playing instrument.,a band plays their music indoors.,
679986722,finalized,5,2/22/15 1:34,yes,0.8097,a man doing a show.,"a man in a suit, sitting behind a desk covered with radio paraphernalia, speaks into a microphone.",
679986723,finalized,5,2/22/15 1:15,yes,1,a man doing a show.,a man is speaking into a microphone with a variety of recording equipment in front of him.,
679986724,finalized,5,2/22/15 1:48,yes,0.4084,a man doing a show.,a man in a suit is sitting at a desk and talking into a microphone.,
679986725,finalized,5,2/22/15 1:18,yes,0.607,a man doing a show.,man in business attire speaks into a microphone.,
679986726,finalized,5,2/22/15 0:38,yes,0.8087,men rehearsing.,"a boy in a red plaid button-up shirt playing a guitar, with another boy playing an orange bass behind him, and another person playing a drum set.",
679986727,finalized,5,2/22/15 2:06,yes,0.8224,men rehearsing.,a group of young adults come together to perform song complete with drums and a guitar.,
679986728,finalized,5,2/22/15 0:45,yes,1,men rehearsing.,"three young men playing musical instruments, one has a guitar and one is on drums.",
679986729,finalized,5,2/22/15 1:24,yes,0.8205,men rehearsing.,young men perform in a band indoors.,
679986730,finalized,5,2/22/15 1:47,yes,1,a gentleman singing.,black man in a nice suite that matches the rest of the choir he's singing with near a piano.,
679986731,finalized,5,2/22/15 0:51,yes,0.8372,a gentleman singing.,a lead choir singer with the rest of the choir singing in the background of a concert hall.,
679986732,finalized,5,2/22/15 1:46,yes,0.6281,a gentleman singing.,a man with a red bowtie singing a solo with a full men's choir in the background.,
679986733,finalized,5,2/22/15 1:07,yes,0.8035,a gentleman singing.,"an all male choir and soloist are performing, with a piano nearby.",
679986734,finalized,5,2/22/15 1:13,no,0.6099,men standing.,three men in white shirts dance and sing on a stage as a group of women watch from the sidelines.,
679986735,finalized,5,2/22/15 1:51,yes,0.636,men standing.,three adult men in a row with their arms around each other and seem to be singing.,
679986736,finalized,5,2/22/15 2:14,unk,0.5835,men standing.,friends having fun out for the night.,
679986737,finalized,5,2/22/15 0:41,no,0.5824,men standing.,three men are walking and singing.,
679986738,finalized,5,2/22/15 0:38,yes,1,individuals sitting.,a large asian family gathers while seated on the floor to interact with a board apparatus.,
679986739,finalized,5,2/22/15 1:27,yes,1,individuals sitting.,a family of all ages sitting on the floor playing a board game.,
679986740,finalized,5,2/22/15 0:31,yes,1,individuals sitting.,a group of people are sitting in a circle enjoying themselves.,
679986741,finalized,5,2/22/15 1:26,yes,1,individuals sitting.,a group of people playing a board game.,
679986742,finalized,5,2/22/15 0:26,unk,0.595,a group arranged in a circle.,"five musicians, a man and four women, practicing sheet music (using flutes ) in a living room.",
679986743,finalized,5,2/22/15 1:47,yes,0.8028,a group arranged in a circle.,"people gathered in a circle, some holding musical instruments.",
679986744,finalized,5,2/22/15 0:56,yes,0.7999,a group arranged in a circle.,people gathered in a room to talk about their favorite tunes.,
679986745,finalized,5,2/22/15 1:17,yes,0.8018,a group arranged in a circle.,five people are sitting in a circle with instruments.,
679986746,finalized,5,2/22/15 1:57,yes,0.8087,boy crouches.,a young male kneeling in front of a hockey goal with a hockey stick in his right hand.,
679986747,finalized,5,2/22/15 2:06,yes,0.4361,boy crouches.,a child in a red jacket playing street hockey guarding a goal.,
679986748,finalized,5,2/22/15 1:30,yes,0.8018,boy crouches.,a boy with a stick kneeling in front of a goalie net,
679986749,finalized,5,2/22/15 0:23,yes,0.6521,boy crouches.,a young kid playing the goalie in a hockey rink.,
679986750,finalized,5,2/22/15 2:36,yes,0.806,a child balancing.,"a girl in a blue dress stands on a wooden plank that's affixed to a tree, staring downward while maintaining her balance.",
679986751,finalized,5,2/22/15 1:47,yes,0.8217,a child balancing.,a little girl in a blue dress climbing on some old wood.,
679986752,finalized,5,2/22/15 1:59,yes,0.7904,a child balancing.,a little girl ventures on a collapsed tree house.,
679986753,finalized,5,2/22/15 1:33,yes,0.7999,a child balancing.,a young girl climbs the supported tree.,
679986754,finalized,5,2/22/15 0:23,no,0.6521,another man resting.,"a smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him.",
679986755,finalized,5,2/22/15 1:59,unk,0.597,another man resting.,"a man with glasses, gray hair and all black clothing is sitting down in front of a musical stand.",
679986756,finalized,5,2/22/15 1:16,unk,0.4077,another man resting.,a man is sitting with his music stand in front of him.,
679986757,finalized,5,2/22/15 1:48,no,0.6363,another man resting.,musician dressed in all black smiles for the camera.,
679986758,finalized,5,2/22/15 1:56,yes,0.5686,two older men stand.,two men in tan coats exchange looks on the city sidewalk.,
679986759,finalized,5,2/22/15 2:07,yes,0.8251,two older men stand.,two senor citizens talking on a public street.,
679986760,finalized,5,2/22/15 0:44,yes,1,two older men stand.,two men in brown coats on the street.,
679986761,finalized,5,2/22/15 1:58,unk,0.441,two older men stand.,"two men in beige coats, talking.",
679986762,finalized,5,2/22/15 0:51,yes,0.5964,a man relaxing.,a woman and man lounge on a cliff surrounded beach with ruins in the background.,
679986763,finalized,5,2/22/15 2:04,yes,0.5902,a man relaxing.,people are on the beach sunbathing near rocky cliffs.,
679986764,finalized,5,2/22/15 1:29,no,1,a man relaxing.,a woman on a lounge chair is lying on the beach.,
679986765,finalized,5,2/22/15 1:00,yes,0.5989,a man relaxing.,several people laying down on the beach.,
679986766,finalized,5,2/22/15 1:47,yes,0.7917,friends converse.,four men with baseball caps and logo t-shirts laughing together at a table.,
679986767,finalized,5,2/22/15 1:07,no,0.5847,friends converse.,four men in white shirts and baseball caps sitting around a table.,
679986768,finalized,5,2/22/15 1:50,yes,1,friends converse.,"four men in white t-shirts, blue jeans, and hats talking.",
679986769,finalized,5,2/22/15 1:03,yes,1,friends converse.,a group of friends talk around a table.,
679986770,finalized,5,2/22/15 0:42,yes,0.4147,an animal bucking a man.,a man with a cowboy hat is riding a horse that is jumping.,
679986771,finalized,5,2/22/15 1:45,yes,1,an animal bucking a man.,a cowboy riding on his horse that is jumping in the air.,
679986772,finalized,5,2/22/15 1:36,yes,0.8024,an animal bucking a man.,a cowboy balances on his horse in a rodeo.,
679986773,finalized,5,2/22/15 1:20,yes,0.6152,an animal bucking a man.,man wearing a cowboy hat riding a horse.,
679986774,finalized,5,2/22/15 2:20,yes,1,a tennis player standing.,a woman in blue shorts and white shirt holds a tennis racket on a blue tennis court.,
679986775,finalized,5,2/22/15 1:17,yes,0.8013,a tennis player standing.,a woman in a white top and blue shorts is playing tennis.,
679986776,finalized,5,2/22/15 1:39,yes,0.7989,a tennis player standing.,woman in a white shirt and blue shorts playing tennis.,
679986777,finalized,5,2/22/15 1:45,yes,0.829,a tennis player standing.,a blond woman wearing glasses is playing tennis.,
679986778,finalized,5,2/22/15 1:21,no,0.3934,a lady stands.,"woman wearing a black sunhat, black dress and black ugg clogs, walking in a city square.",
679986779,finalized,5,2/22/15 1:29,no,0.606,a lady stands.,a young woman dressed in black walking on pavement in front of a lake,
679986780,finalized,5,2/22/15 1:18,no,1,a lady stands.,a woman in a black dress walking by the water.,
679986781,finalized,5,2/22/15 1:13,yes,0.6351,a lady stands.,an oriental girl walking in front of water.,
679986782,finalized,5,2/22/15 1:41,no,0.62,a man walk.,"an old man with a long white beard, a child in a striped shirt and a chicken are pictured standing outside a tent.",
679986783,finalized,5,2/22/15 2:13,no,0.8067,a man walk.,an old man with a beard and a young boy in a striped sweater peer inside a tent.,
679986784,finalized,5,2/22/15 1:17,no,0.8094,a man walk.,an older man and a young child are looking through the opening of a tent.,
679986785,finalized,5,2/22/15 2:21,no,0.6047,a man walk.,one man and one boy looking into a tent with a blue blanket in it.,
679986786,finalized,5,2/22/15 1:30,yes,0.5975,some men sit.,"four guys including one with a black backpack, one drinking coffee, one in a red shirt and one with a gray shirt are watching elmo on tv.",
679986787,finalized,5,2/22/15 1:46,no,0.4057,some men sit.,college aged adults watching elmo on large television.,
679986788,finalized,5,2/22/15 1:52,yes,0.6102,some men sit.,four grown men watching elmo on a television.,
679986789,finalized,5,2/22/15 0:37,yes,0.4195,some men sit.,young men watching sesame street.,
679986790,finalized,5,2/22/15 1:57,unk,0.6174,a woman posing.,a person in blue jeans and a blue shirt sitting on a rock by a pool of water.,
679986791,finalized,5,2/22/15 0:40,yes,0.8124,a woman posing.,a girl in blue clothes in sitting on a rock next to a small waterfall.,
679986792,finalized,5,2/22/15 1:12,yes,0.6025,a woman posing.,a woman is sitting on a rock at the edge of some water.,
679986793,finalized,5,2/22/15 1:22,yes,0.6038,a woman posing.,a lady sits on a rock in front of small waterfall.,
679986794,finalized,5,2/22/15 1:57,yes,1,a man drinking.,older man in blue shirt staring down at a beer can in his hand.,
679986795,finalized,5,2/22/15 1:08,yes,0.5957,a man drinking.,a man in a v neck black shirt looking at a beer.,
679986796,finalized,5,2/22/15 1:15,yes,0.8088,a man drinking.,an older gentleman looking down at his beer.,
679986797,finalized,5,2/22/15 1:04,no,0.6132,a man drinking.,an old man looks at his beer.,
679986798,finalized,5,2/22/15 0:56,yes,0.7903,a group stands.,para-olympians representing south africa in track and field celebrate after a race.,
679986799,finalized,5,2/22/15 1:18,yes,1,a group stands.,a group of south african runners pose at the paralympics.,
679986800,finalized,5,2/22/15 0:50,no,0.3992,a group stands.,this team of south african athletes have disabilities.,
679986801,finalized,5,2/22/15 1:09,yes,0.6205,a group stands.,a south african track team poses for a picture.,
679986802,finalized,5,2/22/15 2:03,unk,0.4232,a man smiles at the camera.,"a man in a blue hat and green coat is holding a sign that says slow, with rvs parked in back of him.",
679986803,finalized,5,2/22/15 1:58,no,0.6029,a man smiles at the camera.,a man yields a slow sign at a docking area.,
679986804,finalized,5,2/22/15 2:16,unk,0.605,a man smiles at the camera.,the man is holding a slow sign.,
679986805,finalized,5,2/22/15 1:34,unk,0.8019,a man smiles at the camera.,a man is holding a slow sign,
679986806,finalized,5,2/22/15 1:52,no,0.6163,a family sitting on a bench.,six adults sitting at a picnic table with a woman in a yellow sweater talks to them.,
679986807,finalized,5,2/22/15 0:35,yes,0.6116,a family sitting on a bench.,seven people are sitting at a picnic table with evergreen trees in the background.,
679986808,finalized,5,2/22/15 1:42,yes,0.5899,a family sitting on a bench.,a group of people are sitting together at a picnic table.,
679986809,finalized,5,2/22/15 2:04,yes,0.8082,a family sitting on a bench.,young men and women sit at a picnic table in a park.,
679986810,finalized,5,2/22/15 1:44,yes,0.827,individuals sitting.,an older man in a suit gives a presentation to other businessmen.,
679986811,finalized,5,2/22/15 2:13,no,0.6104,individuals sitting.,a man in a suit is standing at a podium in front of an audience.,
679986812,finalized,5,2/22/15 1:23,yes,0.6136,individuals sitting.,an older gentleman is holding a conference.,
679986813,finalized,5,2/22/15 1:16,yes,0.8327,individuals sitting.,some men are attending a meeting.,
679986814,finalized,5,2/22/15 1:38,no,1,a man sits on a bench.,a woman in a black dress walks on a sidewalk of new york city during the day.,
679986815,finalized,5,2/22/15 0:36,yes,0.8068,a man sits on a bench.,a woman walking towards us on a street with a seated man looking on.,
679986816,finalized,5,2/22/15 0:50,no,0.4246,a man sits on a bench.,a man slouched in a chair on a city sidewalk girl watching.,
679986817,finalized,5,2/22/15 1:31,no,0.7916,a man sits on a bench.,a view of the manhattan skyline from a nearby street.,
679986818,finalized,5,2/22/15 0:57,yes,1,girls look at something.,two females standing next to each other looking up at the ceiling.,
679986819,finalized,5,2/22/15 1:26,unk,0.3941,girls look at something.,two asian girls stand in front of a microphone.,
679986820,finalized,5,2/22/15 0:46,unk,0.4052,girls look at something.,two ladies standing in front of a microphone.,
679986821,finalized,5,2/22/15 0:41,no,0.6007,girls look at something.,two young women speaking into a microphone.,
679986822,finalized,5,2/22/15 1:56,yes,1,a musician playing an instrument and singing.,a man in a brownish green shirting playing guitar singing into a microphone,
679986823,finalized,5,2/22/15 0:59,yes,1,a musician playing an instrument and singing.,a man is playing guitar and singing into a microphone.,
679986824,finalized,5,2/22/15 1:52,yes,1,a musician playing an instrument and singing.,a man playing the guitar and singing.,
679986825,finalized,5,2/22/15 1:51,yes,1,a musician playing an instrument and singing.,a young man singing at a concert.,
679986826,finalized,5,2/22/15 0:25,yes,1,elderly men play a game.,five older gentlemen are shooting pool in a white room.,
679986827,finalized,5,2/22/15 1:50,yes,1,elderly men play a game.,5 elder group of man playing snooker on a pool table.,
679986828,finalized,5,2/22/15 2:04,yes,1,elderly men play a game.,five older men playing pool,
679986829,finalized,5,2/22/15 1:07,yes,0.8076,elderly men play a game.,five old men playing pool,
679986830,finalized,5,2/22/15 0:31,yes,1,a group gathered.,dhl employees posing for a company photo in front of their business.,
679986831,finalized,5,2/22/15 1:43,yes,0.8044,a group gathered.,the staff of a dhl pose outside of the building for a group photo.,
679986832,finalized,5,2/22/15 1:38,yes,1,a group gathered.,a group of dhl employees pose in the parking lot for a photograph.,
679986833,finalized,5,2/22/15 2:13,yes,1,a group gathered.,a group of employees are posing for a photo outside of a building.,
679986834,finalized,5,2/22/15 0:52,unk,0.5879,a man seated.,an african-american man plays the harmonica and electric guitar simultaneously into a microphone outside in front of a parking lot.,
679986835,finalized,5,2/22/15 2:07,yes,0.6175,a man seated.,"a man in a suit is a playing a one man band with a harmonica, guitar, amp and microphone in the street.",
679986836,finalized,5,2/22/15 1:26,unk,0.4029,a man seated.,a man in a hat and blazer performs on the street with his guitar and harmonica.,
679986837,finalized,5,2/22/15 2:21,no,0.4275,a man seated.,a man in a hat is playing a harmonica while strumming a guitar.,
679986838,finalized,5,2/22/15 1:57,yes,0.6207,men taking a break.,a group of people with bikes looking in the direction another young person is pointing.,
679986839,finalized,5,2/22/15 1:01,yes,0.8059,men taking a break.,a group of standing moped riders look off into the distance.,
679986840,finalized,5,2/22/15 1:35,no,0.59,men taking a break.,men and women on bikes stop to look at something.,
679986841,finalized,5,2/22/15 0:38,no,0.6053,men taking a break.,people on their motorcycles on a sidewalk.,
679986842,finalized,5,2/22/15 1:26,yes,1,a man performing a skateboarding trick.,a boy in blue jumps his skateboard off some steps while his friends watch.,
679986843,finalized,5,2/22/15 0:33,no,0.5696,a man performing a skateboarding trick.,a boy in blue jumps on a skateboard while two others watch him,
679986844,finalized,5,2/22/15 0:51,yes,0.6085,a man performing a skateboarding trick.,a group of skaters are at a skate park.,
679986845,finalized,5,2/22/15 1:48,yes,0.6136,a man performing a skateboarding trick.,three skateboarders are in a park.,
679986846,finalized,5,2/22/15 1:47,yes,0.5884,a crowd watches.,a german shepherd breed dog is jumping through a hoop with onlookers.,
679986847,finalized,5,2/22/15 1:07,yes,0.8035,a crowd watches.,a german shepherd jumping through a black hoop in front of spectators,
679986848,finalized,5,2/22/15 0:44,yes,0.7927,a crowd watches.,german shepherd jumping through black hoop while people watch,
679986849,finalized,5,2/22/15 1:23,no,0.6088,a crowd watches.,a dog jumps through a hoop.,
679986850,finalized,5,2/22/15 2:04,yes,1,a skateboarder doing a trick.,person with a red bandanna is skateboarding down a pole with buildings in the background.,
679986851,finalized,5,2/22/15 1:27,yes,1,a skateboarder doing a trick.,a young man dressed in classic grunge gear grinds a rail on his skateboard.,
679986852,finalized,5,2/22/15 0:31,yes,1,a skateboarder doing a trick.,a man skateboarding outside balancing his skateboard on a beam.,
679986853,finalized,5,2/22/15 1:47,yes,1,a skateboarder doing a trick.,skateboarding grinding in a bootleg skate park.,
679986854,finalized,5,2/22/15 1:38,yes,1,man standing next to a painting.,a man is standing in the doorway of a building with a large mural portrait of a woman on the wall outside.,
679986855,finalized,5,2/22/15 0:23,yes,0.799,man standing next to a painting.,a man is standing inside a doorway that is in a wall painted with a mural of a woman.,
679986856,finalized,5,2/22/15 2:09,yes,0.807,man standing next to a painting.,a woman painted on a wall and a man in the doorway in the same wall.,
679986857,finalized,5,2/22/15 0:35,unk,0.5782,man standing next to a painting.,a man is standing in the doorway of a building.,
679986858,finalized,5,2/22/15 0:35,yes,0.416,a child stands on a street.,a young girl wearing a pink floral outfit walks down the sidewalk.,
679986859,finalized,5,2/22/15 1:35,yes,0.6038,a child stands on a street.,a young girl holds her hair as the wind blows.,
679986860,finalized,5,2/22/15 1:32,no,0.5931,a child stands on a street.,a girl outdoors near picnic tables.,
679986861,finalized,5,2/22/15 2:03,unk,0.5738,a child stands on a street.,a girl in a pink flower dress.,
679986862,finalized,5,2/22/15 1:12,yes,1,a dog has a toy.,a black dog has a dumbbell in his mouth looking at the person wearing blue.,
679986863,finalized,5,2/22/15 1:04,yes,1,a dog has a toy.,a black dog holding a weight in its mouth stands next to a person.,
679986864,finalized,5,2/22/15 1:17,yes,1,a dog has a toy.,a black dog holds a small white dumbbell in its mouth.,
679986865,finalized,5,2/22/15 2:11,yes,1,a dog has a toy.,a black dog has a dumbbell in his mouth.,
679986866,finalized,5,2/22/15 1:30,no,0.4043,women smiling.,a woman wearing glasses and a brown beanie next to a girl with long brown hair holding a book.,
679986867,finalized,5,2/22/15 0:36,unk,0.7887,women smiling.,two travelers on a train or bus reading a book together.,
679986868,finalized,5,2/22/15 0:56,yes,0.7967,women smiling.,a couple laughs together as they read a book on a train.,
679986869,finalized,5,2/22/15 2:00,no,1,women smiling.,two girls sitting down and looking at a book.,
679986870,finalized,5,2/22/15 2:31,yes,0.6035,men talking.,"one standing man and one seated man in a concrete block alley on cellphones, both wearing fitted caps and loose-fitting khaki clothing.",
679986871,finalized,5,2/22/15 2:15,yes,0.791,men talking.,a man on a phone stands before a seated man.,
679986872,finalized,5,2/22/15 1:57,yes,0.4076,men talking.,two african men mind their own business.,
679986873,finalized,5,2/22/15 1:47,yes,0.788,men talking.,two middle eastern men on cellphones.,
679986874,finalized,5,2/22/15 0:46,no,0.4013,men posing for the camera.,"two men are standing in a room, pointing in opposite directions, while another man is standing in between them looking to his left.",
679986875,finalized,5,2/22/15 1:29,no,0.6051,men posing for the camera.,"two men trying to give directions and failing completely, confusing their victim in the process.",
679986876,finalized,5,2/22/15 1:47,unk,0.4325,men posing for the camera.,"three men stand in an art gallery, two of them point at objects unseen.",
679986877,finalized,5,2/22/15 2:09,yes,0.5841,men posing for the camera.,two men are pointing at pictures around the head of a third man.,
679986878,finalized,5,2/22/15 2:06,yes,0.7949,players run.,"guys wearing yellow, red, and blue are running in the grass.",
679986879,finalized,5,2/22/15 0:23,no,0.6173,players run.,man jumping on another during a game in the grass.,
679986880,finalized,5,2/22/15 1:34,yes,0.5974,players run.,a man in yellow is leaping toward men in blue.,
679986881,finalized,5,2/22/15 1:23,yes,1,players run.,a soccer game on a grassy field.,
679986882,finalized,5,2/22/15 1:30,yes,1,women fight.,"two women, one in a blue uniform, the other in a white one, are competing in a martial arts match as a referee looks on.",
679986883,finalized,5,2/22/15 0:39,yes,1,women fight.,"2 females, 1 from germany and 1 from china, compete in a wrestling match on a mat.",
679986884,finalized,5,2/22/15 2:13,unk,0.8245,women fight.,"two people, one in blue and the other in white, wrestle while others look on.",
679986885,finalized,5,2/22/15 1:57,yes,1,women fight.,two women wrestle to the ground while a judge watches.,
